Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,"Intervention 
type",Intervention summary,"Primary source (news release 
or specific resource)","Secondary 
source",Action,Level,"Indigenous 
population group"
NL305,N.L.,2021-06-02,No data,Distancing,Distancing — gatherings,"Who: Department of Health and Community Services
What: Announced that under Step 1 of the Together. Again. reopening plan, the following are permitted: 1) formal outdoor gatherings up to 250 people (with distancing); 2) formal indoor gatherings up to 200 people or 75% capacity (with distancing); 3) larger venues can have separated cohorts (with distancing); 4) funeral home visitations up to 25 people; 5) outdoor personal gatherings up to 50 people; 6) indoor personal gatherings limited to household and their steady 20; 7) wakes held outside of a funeral home/place of worship in accordance with the limit for personal gatherings
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL306,N.L.,2021-06-02,No data,Closures/openings,Closures/openings — non-essential services,"Who: Department of Health and Community Services
What: Announced that under Step 1 of the Together. Again. reopening plan, 1) no capacity restrictions for retail stores as long as physical distancing can be maintained; 2) restaurants and lounges can open at 75% capacity, with physical distancing maintained between patrons seated at adjacent tables; self-serve buffets are prohibited
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL307,N.L.,2021-06-02,No data,Distancing,Distancing — work from home,"Who: Department of Health and Community Services
What: Announced that under Step 1 of the Together. Again. reopening plan, workplaces to continue gradual return of in-person work and small in-person meetings permitted
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL308,N.L.,2021-06-02,No data,Travel,Travel — self-isolation,"Who: Department of Health and Community Services
What: Announced that under Step 2 of the Together. Again. reopening plan, 1) fully and partially vaccinated Canadians have no testing or self-isolation requirements; 2) unvaccinated Canadians are tested on day 7, 8, 9 and self-isolate until receipt of a negative test result; 3) mixed groups of vaccinated and unvaccinated adult travellers follow the rules of unvaccinated travellers; 4) vaccinated adults travelling with unvaccinated children under the age of 12 to follow rules applicable to the adults' vaccination status; 5) Newfoundlanders and Labradorians returning home from out-of-province travel will be required to follow the rules above according to their vaccination status; 6) fully and partially vaccinated rotational workers from non-outbreak sites and essential workers to follow the rules above for Canadian travellers; 7) fully and partially vaccinated rotational workers from outbreak sites are tested upon arrival and are not required to self-isolate; 8) unvaccinated workers to follow current testing and isolation protocols
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL309,N.L.,2021-06-02,No data,Distancing,Distancing — gatherings,"Who: Department of Health and Community Services
What: Announced that under Step 2 of the Together. Again. reopening plan, the following are permitted: 1) formal outdoor gatherings up to 500 people (with distancing); 2) formal indoor gatherings up to 350 people (with distancing); 3) larger indoor and outdoor venues can have separated cohorts (with distancing); 4) funeral home visitations up to 50 people; 4) personal gatherings limited to the number of people that can fit in the space (with distancing)
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL310,N.L.,2021-06-02,No data,Closures/openings,Closures/openings — non-essential services,"Who: Department of Health and Community Services
What: Announced that under Step 2 of the Together. Again. reopening plan, no capacity restrictions for restaurants and lounges, with physical distancing maintained between patrons at adjacent tables; self-serve buffets are prohibited
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL311,N.L.,2021-06-02,No data,Closures/openings,Closures/openings — recreation,"Who: Department of Health and Community Services
What: Announced that under Step 2 of the Together. Again. reopening plan, 1) indoor and outdoor sports tournaments are permitted with COVID-19 protocols in place; 2) recreational and arts facilities to follow the limits of formal gatherings
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL312,N.L.,2021-06-02,No data,Closures/openings,Closures/openings — daycares,"Who: Department of Health and Community Services
What: Announced that under Step 2 of the Together. Again. reopening plan, cohorting to continue for child care centres, after-school programs and day camps; and large group outdoor activities are permitted
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Easing,Provincial/territorial,No
NL313,N.L.,2021-06-02,No data,Distancing,Distancing — work from home,"Who: Department of Health and Community Services
What: Announced that under Step 2 of the Together. Again. reopening plan, workplaces to continue gradual return to in-person work, and larger meetings and conferences can happen
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL314,N.L.,2021-06-02,No data,Travel,Travel — self-isolation,"Who: Department of Health and Community Services
What: Announced that under Step 3 of the Together. Again. reopening plan, 1) fully and partially vaccinated Canadians have no testing or isolation requirements; 2) unvaccinated Canadians must self-isolate until receipt of a negative test result; 3) mixed groups of vaccinated and unvaccinated adult travellers follow the rules for unvaccinated travellers; 4) vaccinated adults travelling with unvaccinated children under the age of 12 to follow rules applicable to the adults' vaccination status; 5) Newfoundlanders and Labradorians returning home from out-of-province travel will be required to follow the rules above according to their vaccination status; 6) fully and partially vaccinated rotational workers from non-outbreak sites and essential workers have no testing or isolation requirements; 7) fully and partially vaccinated rotational workers from outbreak sites are tested upon arrival but are not required to self-isolate; 8) unvaccinated workers to follow current testing and isolation protocols
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL315,N.L.,2021-06-02,No data,Distancing,Distancing — gatherings,"Who: Department of Health and Community Services
What: Announced that under Step 3 of the Together. Again. reopening plan, 1) formal outdoor gatherings have no capacity restrictions (with distancing); 2) increased capacity at formal indoor gatherings to be determined based on current evidence (including funeral home visitations); 3) personal gatherings to be limited to the number of people that can fit in the space (with distancing)
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL316,N.L.,2021-06-02,No data,Closures/openings,Closures/openings — non-essential services,"Who: Department of Health and Community Services
What: Announced that under Step 3 of the Together. Again. reopening plan, no capacity restrictions at restaurants and lounges, with distancing maintained between patrons seated at adjacent tables; self-serve buffets are prohibited
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL317,N.L.,2021-06-02,No data,Closures/openings,Closures/openings — recreation,"Who: Department of Health and Community Services
What: Announced that under Step 3 of the Together. Again. reopening plan, 1) indoor and outdoor sports tournaments are permitted with appropriate COVID-19 protocols in place; 2) recreational and arts facilities to follow the limits for formal gatherings
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL318,N.L.,2021-06-02,No data,Distancing,Distancing — work from home,"Who: Department of Health and Community Services
What: Announced that under Step 3 of the Together. Again. reopening plan, workplaces to return to normal in-person work with appropriate COVID-19 protocols in place as required
Effective until:",https://www.gov.nl.ca/covid-19/files/Together-Again-Plan-Reopening-Newfoundland-and-Labrador.pdf,Not applicable,Not applicable,Provincial/territorial,No
NL319,N.L.,2021-06-07,2021-06-08,Public information,Public information — phase and alert level changes,"Who: Department of Health and Community Services
What: Announced that communities in the Lewisporte to Summerford area will return to Alert Level 2
Effective until:",https://www.gov.nl.ca/releases/2021/health/0607n08/,Not applicable,Easing,Regional,No
NL320,N.L.,2021-06-07,2021-06-08,Distancing,Distancing — gatherings,"Who: Department of Health and Community Services
What: Communities in the Lewisporte to Summerford area under Alert Level 2, each household bubble can interact with up to 20 close, consistent contacts from outside their household (steady 20), informal gatherings limited to only those in steady 20, and formal gatherings run by a recognized business or organization are limited to no more than 100 people (with distancing)
Effective until:",https://www.gov.nl.ca/releases/2021/health/0607n08/,https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/,Easing,Regional,No
NL321,N.L.,2021-06-07,2021-06-08,Health services,Health services — visitors/patients/residents,"Who: Department of Health and Community Services
What: Communities in the Lewisporte to Summerford area under Alert Level 2, public visitations are permitted, with 1 household bubble visiting at a time
Effective until:",https://www.gov.nl.ca/releases/2021/health/0601n06/,https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/,Easing,Regional,No
